,Player.ID,Last.Name,First.Name,Bats,Pitches,Team,V7
185,uehak001,Uehara,Koji,R,R,BAL,P
186,vandr001,VandenHurk,Rick,R,R,BAL,P
187,violp001,Viola,Pedro,R,L,BAL,P
188,wietm001,Wieters,Matt,B,R,BAL,C
189,worrm001,Worrell,Mark,R,R,BAL,P
190,aceva001,Aceves,Alfredo,R,R,BOS,P
191,albem001,Albers,Matt,L,R,BOS,P
192,andel002,Anderson,Lars,L,L,BOS,1B
193,atchs001,Atchison,Scott,R,R,BOS,P
194,avilm001,Aviles,Mike,R,R,BOS,SS
195,bardd001,Bard,Daniel,R,R,BOS,P
196,beckj002,Beckett,Josh,R,R,BOS,P
197,bedae001,Bedard,Erik,L,L,BOS,P
198,bowdm001,Bowden,Michael,R,R,BOS,P
199,buchc001,Buchholz,Clay,L,R,BOS,P
200,camem001,Cameron,Mike,R,R,BOS,OF
201,crawc002,Crawford,Carl,L,L,BOS,OF
202,doubf001,Doubront,Felix,L,L,BOS,P
203,drewj001,Drew,J.D.,L,R,BOS,OF
204,ellsj001,Ellsbury,Jacoby,L,L,BOS,OF
205,gathj001,Gathright,Joey,L,R,BOS,CF
206,gonza003,Gonzalez,Adrian,L,L,BOS,1B
207,hillr001,Hill,Rich,L,L,BOS,P
208,hottt001,Hottovy,Tommy,L,L,BOS,P
209,iglej001,Iglesias,Jose,R,R,BOS,SS
210,jackc002,Jackson,Conor,R,R,BOS,OF
211,jenkb001,Jenks,Bobby,R,R,BOS,P
212,lackj001,Lackey,John,R,R,BOS,P
213,lavar001,Lavarnway,Ryan,R,R,BOS,C
214,lowrj001,Lowrie,Jed,B,R,BOS,SS
215,lestj001,Lester,Jon,L,L,BOS,P
216,matsd001,Matsuzaka,Daisuke,R,R,BOS,P
217,mcdod002,McDonald,Darnell,R,R,BOS,OF
218,milla002,Miller,Andrew,L,L,BOS,P
219,millt002,Miller,Trever,R,L,BOS,P
220,moraf001,Morales,Franklin,L,L,BOS,P
221,navay001,Navarro,Yamaico,R,R,BOS,SS
222,okajh001,Okajima,Hideki,L,L,BOS,P
223,ortid001,Ortiz,David,L,L,BOS,1B
224,papej001,Papelbon,Jonathan,R,R,BOS,P
225,pedrd001,Pedroia,Dustin,R,R,BOS,2B
226,reddj001,Reddick,Josh,L,R,BOS,OF
227,reyed001,Reyes,Dennys,R,L,BOS,P
228,saltj001,Saltalamacchia,Jarrod,B,R,BOS,C
229,scutm001,Scutaro,Marco,R,R,BOS,SS
230,spean001,Spears,Nate,L,R,BOS,3B
231,suttd002,Sutton,Drew,B,R,BOS,SS
232,tazaj001,Tazawa,Junichi,R,R,BOS,P
233,varij001,Varitek,Jason,B,R,BOS,C
234,waket001,Wakefield,Tim,R,R,BOS,P
235,weilk001,Weiland,Kyle,L,R,BOS,P
236,wheed001,Wheeler,Dan,R,R,BOS,P
237,willr003,Williams,Randy,L,L,BOS,P
238,youkk001,Youkilis,Kevin,R,R,BOS,3B
239,axeld001,Axelrod,Dylan,R,R,CHA,P
240,beckg001,Beckham,Gordon,R,R,CHA,3B
241,brunb001,Bruney,Brian,R,R,CHA,P
242,buehm001,Buehrle,Mark,L,L,CHA,P
243,castr002,Castro,Ramon,R,R,CHA,C
244,craij001,Crain,Jesse,R,R,CHA,P
245,dankj001,Danks,John,L,L,CHA,P
246,deaza001,de Aza,Alejandro,L,L,CHA,OF
247,dunna001,Dunn,Adam,L,R,CHA,OF
248,escoe001,Escobar,Eduardo,B,R,CHA,SS
249,flowt001,Flowers,Tyler,R,R,CHA,C
250,floyg001,Floyd,Gavin,R,R,CHA,P
251,frasj002,Frasor,Jason,R,R,CHA,P
252,grayj002,Gray,Jeff,R,R,CHA,P
253,harrl002,Harrell,Lucas,B,R,CHA,P
254,humbp001,Humber,Philip,R,R,CHA,P
255,jacke001,Jackson,Edwin,R,R,CHA,P
256,kinnj001,Kinney,Josh,R,R,CHA,P
257,konep001,Konerko,Paul,R,R,CHA,1B
258,lillb001,Lillibridge,Brent,R,R,CHA,SS
259,linds001,Lindsay,Shane,R,R,CHA,P
260,lucyd001,Lucy,Donny,R,R,CHA,C
261,mcphd001,McPherson,Dallas,L,R,CHA,3B
262,milll002,Milledge,Lastings,R,R,CHA,OF
263,moreb001,Morel,Brent,R,R,CHA,3B
264,ohmaw001,Ohman,Will,L,L,CHA,P
265,peavj001,Peavy,Jake,R,R,CHA,P
266,penat003,Pena,Tony,R,R,CHA,P
267,pierj002,Pierre,Juan,L,L,CHA,OF
268,piera001,Pierzynski,A.J.,L,R,CHA,C
269,quenc001,Quentin,Carlos,R,R,CHA,OF
270,ramia003,Ramirez,Alexei,R,R,CHA,OF
271,reeda001,Reed,Addison,L,R,CHA,P
272,riosa002,Rios,Alex,R,R,CHA,OF
273,salec001,Sale,Chris,L,L,CHA,P
274,santh001,Santiago,Hector,R,L,CHA,P
275,sants001,Santos,Sergio,R,R,CHA,P
276,stewz001,Stewart,Zach,R,R,CHA,P
277,teahm001,Teahen,Mark,L,R,CHA,3B
278,thorm001,Thornton,Matt,L,L,CHA,P
279,vicid001,Viciedo,Dayan,R,R,CHA,3B
280,vizqo001,Vizquel,Omar,B,R,CHA,SS
281,bakej001,Baker,Jeff,R,R,CHN,2B
282,barnd001,Barney,Darwin,R,R,CHN,SS
283,bergj002,Berg,Justin,R,R,CHN,P
284,byrdm001,Byrd,Marlon,R,R,CHN,OF
285,campt001,Campana,Tony,L,L,CHN,OF
286,carpc003,Carpenter,Chris,R,R,CHN,P
287,casha001,Cashner,Andrew,R,R,CHN,P
288,casts001,Castro,Starlin,R,R,CHN,SS
289,castw002,Castillo,Welington,R,R,CHN,C
290,clevs001,Clevenger,Steve,L,R,CHN,C
291,colec001,Coleman,Casey,L,R,CHN,P
292,colvt001,Colvin,Tyler,L,L,CHN,OF
293,david002,Davis,Doug,R,L,CHN,P
294,dempr002,Dempster,Ryan,R,R,CHN,P
295,dewib001,DeWitt,Blake,L,R,CHN,3B
296,dolir001,Dolis,Rafael,R,R,CHN,P
297,fukuk001,Fukudome,Kosuke,L,R,CHN,OF
298,garzm001,Garza,Matt,R,R,CHN,P
299,gaubj001,Gaub,John,R,L,CHN,P
300,grabj002,Grabow,John,L,L,CHN,P
301,hillk002,Hill,Koyie,B,R,CHN,C
302,johnr008,Johnson,Reed,R,R,CHN,OF
303,loper001,Lopez,Rodrigo,R,R,CHN,P
304,lahab001,LaHair,Bryan,L,R,CHN,1B
305,lemad001,LeMahieu,DJ,R,R,CHN,P
306,mains001,Maine,Scott,L,L,CHN,P
307,marmc001,Marmol,Carlos,R,R,CHN,P
308,marss002,Marshall,Sean,L,L,CHN,P
309,matem001,Mateo,Marcos,R,R,CHN,P
310,montl001,Montanez,Luis,R,R,CHN,OF
311,ortir002,Ortiz,Ramon,R,R,CHN,P
312,penac001,Pena,Carlos,L,L,CHN,1B
313,ramia001,Ramirez,Aramis,R,R,CHN,3B
314,russj003,Russell,James,L,L,CHN,P
315,samaj001,Samardzija,Jeff,R,R,CHN,P
316,snydb002,Snyder,Brad,L,L,CHN,OF
317,soria001,Soriano,Alfonso,R,R,CHN,OF
318,sotog001,Soto,Geovany,R,R,CHN,C
319,stevj001,Stevens,Jeff,R,R,CHN,P
320,wellr001,Wells,Randy,R,R,CHN,P
321,woodk002,Wood,Kerry,R,R,CHN,P
322,zambc001,Zambrano,Carlos,B,R,CHN,P
323,alony001,Alonso,Yonder,L,R,CIN,1B
324,arrej001,Arredondo,Jose,R,R,CIN,P
325,arrob001,Arroyo,Bronson,R,R,CIN,P
326,bailh001,Bailey,Homer,R,R,CIN,P
327,brayb001,Bray,Bill,L,L,CIN,P
328,brucj001,Bruce,Jay,L,L,CIN,OF
329,burtj001,Burton,Jared,R,R,CIN,P
330,cairm001,Cairo,Miguel,R,R,CIN,2B
331,chapa001,Chapman,Aroldis,L,L,CIN,P
332,cordf002,Cordero,Francisco,R,R,CIN,P
333,cozaz001,Cozart,Zack,R,R,CIN,SS
334,cuetj001,Cueto,Johnny,R,R,CIN,P
335,fishc001,Fisher,Carlos,R,R,CIN,P
336,franj005,Francisco,Juan,L,R,CIN,3B
337,frazt001,Frazier,Todd,R,R,CIN,OF
338,gomej001,Gomes,Jonny,R,R,CIN,OF
339,hanir001,Hanigan,Ryan,R,R,CIN,C
340,heisc001,Heisey,Chris,R,R,CIN,OF
341,hermj001,Hermida,Jeremy,L,R,CIN,RF
342,hernr002,Hernandez,Ramon,R,R,CIN,C
343,horsj001,Horst,Jeremy,L,L,CIN,P
344,janip001,Janish,Paul,R,R,CIN,SS
345,leakm001,Leake,Mike,R,R,CIN,P
346,lecus001,LeCure,Sam,R,R,CIN,P
347,lewif001,Lewis,Fred,L,R,CIN,OF
348,malom001,Maloney,Matt,L,L,CIN,P
349,massn001,Masset,Nick,R,R,CIN,P
350,mesod001,Mesoraco,Devin,R,R,CIN,C
351,ondrl001,Ondrusek,Logan,R,R,CIN,P
352,philb001,Phillips,Brandon,R,R,CIN,SS
353,reinc001,Reineke,Chad,R,R,CIN,P
354,rente001,Renteria,Edgar,R,R,CIN,SS
355,roles001,Rolen,Scott,R,R,CIN,3B
356,sappd001,Sappelt,Dave,R,R,CIN,OF
357,smitj003,Smith,Jordan,R,R,CIN,P
358,stubd001,Stubbs,Drew,R,R,CIN,OF
359,thomd003,Thompson,Daryl,R,R,CIN,P
360,valac001,Valaika,Chris,R,R,CIN,SS
361,volqe001,Volquez,Edinson,R,R,CIN,P
362,vottj001,Votto,Joey,L,R,CIN,1B
363,willd003,Willis,Dontrelle,L,L,CIN,P
364,woodt004,Wood,Travis,R,L,CIN,P
365,branm003,Brantley,Michael,L,L,CLE,OF
366,buckt001,Buck,Travis,L,R,CLE,OF
367,cabra002,Cabrera,Asdrubal,B,R,CLE,SS
368,cabro001,Cabrera,Orlando,R,R,CLE,SS
369,carmf001,Carmona,Fausto,R,R,CLE,P
370,carrc003,Carrasco,Carlos,R,R,CLE,P
371,carre001,Carrera,Ezequiel,L,L,CLE,OF
372,chisl001,Chisenhall,Lonnie,L,R,CLE,3B
373,choos001,Choo,Shin-Soo,L,L,CLE,OF
374,crowt001,Crowe,Trevor,B,R,CLE,OF
375,donaj002,Donald,Jason,R,R,CLE,SS
376,duncs001,Duncan,Shelley,R,R,CLE,OF
377,durbc001,Durbin,Chad,R,R,CLE,P
378,evera001,Everett,Adam,R,R,CLE,SS
379,fukuk001,Fukudome,Kosuke,L,R,CLE,OF
380,germj001,Germano,Justin,R,R,CLE,P
381,gomej002,Gomez,Jeanmar,R,R,CLE,P
382,hafnt001,Hafner,Travis,L,R,CLE,1B
383,hagan001,Hagadone,Nick,L,L,CLE,P
384,hannj001,Hannahan,Jack,L,R,CLE,3B
385,headj001,Head,Jerad,R,R,CLE,OF
386,herrf001,Herrmann,Frank,L,R,CLE,P
387,huffd001,Huff,David,B,L,CLE,P
388,jimeu001,Jimenez,Ubaldo,R,R,CLE,P
389,judyj001,Judy,Josh,R,R,CLE,P
390,keara001,Kearns,Austin,R,R,CLE,OF
391,kipnj001,Kipnis,Jason,L,R,CLE,2B
392,klubc001,Kluber,Corey,R,R,CLE,P
393,lapom001,LaPorta,Matt,R,R,CLE,OF
394,marsl001,Marson,Lou,R,R,CLE,C
395,mastj001,Masterson,Justin,R,R,CLE,P
396,mcalz001,McAllister,Zach,R,R,CLE,P
397,perec002,Perez,Chris,R,R,CLE,P
398,perer002,Perez,Rafael,L,L,CLE,P
399,pestv001,Pestano,Vinnie,R,R,CLE,P
400,phelc001,Phelps,Cord,B,R,CLE,SS
401,putnz001,Putnam,Zach,R,R,CLE,P
402,santc002,Santana,Carlos,B,R,CLE,C
403,sippt001,Sipp,Tony,L,L,CLE,P
404,sizeg001,Sizemore,Grady,L,L,CLE,CF
405,smitj002,Smith,Joe,R,R,CLE,P
406,talbm001,Talbot,Mitch,R,R,CLE,P
407,thomj002,Thome,Jim,L,R,CLE,1B
408,tomlj001,Tomlin,Josh,R,R,CLE,P
409,valbl001,Valbuena,Luis,L,R,CLE,2B
410,whita001,White,Alex,R,R,CLE,P
411,alfoe002,Alfonzo,Eliezer,R,R,COL,C
412,ameza001,Amezaga,Alfredo,B,R,COL,SS
413,belim001,Belisle,Matt,R,R,COL,P
414,betar001,Betancourt,Rafael,R,R,COL,P
415,billb002,Billings,Bruce,R,R,COL,P
416,blacc001,Blackmon,Charlie,L,L,COL,OF
417,brotr001,Brothers,Rex,L,L,COL,P
418,chacj001,Chacin,Jhoulys,R,R,COL,P
419,cooka002,Cook,Aaron,R,R,COL,P
420,dalem002,Daley,Matt,R,R,COL,P
421,delaj001,de la Rosa,Jorge,L,L,COL,P
422,ellim001,Ellis,Mark,R,R,COL,SS
423,escae001,Escalona,Edgmer,R,R,COL,P
424,fielt001,Field,Thomas,R,R,COL,SS
425,fowld001,Fowler,Dexter,B,R,COL,OF
426,garnc001,Garner,Cole,R,R,COL,OF
427,giamj001,Giambi,Jason,L,R,COL,1B
428,gomeh001,Gomez,Hector,R,R,COL,SS
429,gonzc001,Gonzalez,Carlos,L,L,COL,OF
430,gonze001,Gonzalez,Edgar,R,R,COL,P
431,hammj002,Hammel,Jason,R,R,COL,P
432,heltt001,Helton,Todd,L,L,COL,1B
433,herrj002,Herrera,Jonathan,B,R,COL,2B
434,iannc001,Iannetta,Chris,R,R,COL,C
435,jimeu001,Jimenez,Ubaldo,R,R,COL,P
436,johna002,Johnson,Alan,R,R,COL,P
437,kouzk001,Kouzmanoff,Kevin,R,R,COL,3B
438,lindm001,Lindstrom,Matt,R,R,COL,P
439,lopej003,Lopez,Jose,R,R,COL,2B
440,millj005,Miller,Jim,R,R,COL,P
441,millk004,Millwood,Kevin,R,R,COL,P
442,moraf001,Morales,Franklin,L,L,COL,P
443,moraj002,Morales,Jose,B,R,COL,C
444,mortc003,Mortensen,Clayton,R,R,COL,P
445,nelsc001,Nelson,Chris,R,R,COL,SS
446,nicaj001,Nicasio,Juan,R,R,COL,P
447,pachj001,Pacheco,Jordan,R,R,COL,C
448,pagnm001,Pagnozzi,Matt,R,R,COL,C
449,paulf001,Paulino,Felipe,R,R,COL,P
450,pomed001,Pomeranz,Drew,R,L,COL,P
451,reyng001,Reynolds,Greg,R,R,COL,P
452,reynm002,Reynolds,Matt,L,L,COL,P
453,roenj001,Roenicke,Josh,R,R,COL,P
454,rogee002,Rogers,Esmil,R,R,COL,P
455,romej001,Romero,J.C.,B,L,COL,P
456,rosaw001,Rosario,Wilin,R,R,COL,C
457,smits002,Smith,Seth,L,L,COL,OF
458,spilr001,Spilborghs,Ryan,R,R,COL,OF
459,stewi001,Stewart,Ian,L,R,COL,3B
460,streh001,Street,Huston,R,R,COL,P
461,stule002,Stults,Eric,L,L,COL,P
462,tulot001,Tulowitzki,Troy,R,R,COL,SS
463,whita001,White,Alex,R,R,COL,P
464,wiggt001,Wigginton,Ty,R,R,COL,3B
465,youne003,Young,Eric,B,R,COL,OF
466,albua001,Alburquerque,Al,R,R,DET,P
467,avila001,Avila,Alex,L,R,DET,C
468,belod001,Below,Duane,L,L,DET,P
469,benoj001,Benoit,Joaquin,R,R,DET,P
470,betew001,Betemit,Wilson,B,R,DET,SS
471,boesb001,Boesch,Brennan,L,L,DET,OF
472,cabrm001,Cabrera,Miguel,R,R,DET,3B
473,cokep001,Coke,Phil,L,L,DET,P
474,dirka001,Dirks,Andy,L,L,DET,OF
475,fistd001,Fister,Doug,L,R,DET,P
476,furbc001,Furbush,Charlie,L,L,DET,P
477,gonze002,Gonzalez,Enrique,R,R,DET,P
478,guilc001,Guillen,Carlos,B,R,DET,SS
479,ingeb001,Inge,Brandon,R,R,DET,3B
480,jacka001,Jackson,Austin,R,R,DET,OF
481,kelld001,Kelly,Don,L,R,DET,OF
482,martl003,Marte,Luis,R,R,DET,P
483,martv001,Martinez,Victor,B,R,DET,C
484,oliva002,Oliver,Andrew,L,L,DET,P
485,olivl001,Oliveros,Lester,R,R,DET,P
486,ordom001,Ordonez,Magglio,R,R,DET,OF
487,pauld001,Pauley,David,R,R,DET,P
488,pennb002,Penny,Brad,R,R,DET,P
489,peraj001,Peralta,Jhonny,R,R,DET,SS
490,perrr001,Perry,Ryan,R,R,DET,P
491,porcr001,Porcello,Rick,R,R,DET,P
492,purcd001,Purcey,David,L,L,DET,P
493,rabur001,Raburn,Ryan,R,R,DET,2B
494,rhymw001,Rhymes,Will,L,R,DET,2B
495,ruffc001,Ruffin,Chance,R,R,DET,P
496,santr002,Santiago,Ramon,B,R,DET,2B
497,santo001,Santos,Omir,R,R,DET,C
498,schem001,Scherzer,Max,R,R,DET,P
499,schld001,Schlereth,Daniel,L,L,DET,P
500,sizes001,Sizemore,Scott,R,R,DET,2B
501,thomb001,Thomas,Brad,L,L,DET,P
502,turnj002,Turner,Jacob,R,R,DET,P
503,valvj001,Valverde,Jose,R,R,DET,P
504,verlj001,Verlander,Justin,R,R,DET,P
505,villb002,Villarreal,Brayan,R,R,DET,P
506,weinr001,Weinhardt,Robbie,R,R,DET,P
507,wellc001,Wells,Casper,R,R,DET,OF
508,wilka001,Wilk,Adam,L,L,DET,P
509,wortd001,Worth,Danny,R,R,DET,2B
510,yound003,Young,Delmon,R,R,DET,OF
511,ameza001,Amezaga,Alfredo,B,R,FLO,SS
512,badeb001,Badenhop,Burke,R,R,FLO,P
513,bakej002,Baker,John,L,R,FLO,C
514,bonie001,Bonifacio,Emilio,B,R,FLO,2B
515,buckj001,Buck,John,R,R,FLO,C
516,buenj001,Buente,Jay,R,R,FLO,P
517,camem001,Cameron,Mike,R,R,FLO,OF
518,cedaj001,Ceda,Jose,R,R,FLO,P
519,choar001,Choate,Randy,L,L,FLO,P
520,cishs001,Cishek,Steve,R,R,FLO,P
521,coghc001,Coghlan,Chris,L,R,FLO,OF
522,couss001,Cousins,Scott,L,L,FLO,OF
523,dobbg001,Dobbs,Greg,L,R,FLO,3B
